actual,nn_predicted,naive_predicted
2037.0,2542.372,6140.0
2247.0,2705.6216,6600.0
1910.0,2435.1045,7265.0
1873.0,2449.0325,6578.0
6184.0,6251.879,7294.0
3966.0,4319.1196,9685.0
4505.0,4835.024,10039.0
5711.0,5912.49,10506.0
5708.0,5907.856,10134.0
5459.0,5701.3433,9621.0
5962.0,6199.989,8982.0
1580.0,2327.5764,6125.0
6375.0,6497.68,5188.0
8471.0,8333.66,8441.0
8241.0,8131.4863,8104.0
8225.0,8097.569,7820.0
6814.0,6828.498,4978.0
5793.0,5908.2983,4815.0
8311.0,8140.4077,2463.0
6103.0,6183.262,6273.0
7218.0,7155.5083,3669.0
7557.0,7443.2637,2265.0
11174.0,10540.856,2288.0
8396.0,8214.545,2517.0
8913.0,8640.589,2037.0
10343.0,9816.958,2247.0
7153.0,7098.2705,1910.0
9967.0,9514.268,1873.0
8011.0,7865.428,6184.0
5482.0,5627.268,3966.0
7185.0,7118.853,4505.0
8573.0,8345.288,5711.0
8332.0,8122.6313,5708.0
8681.0,8446.593,5459.0
8481.0,8235.611,5962.0
6151.0,6193.66,1580.0
8676.0,8360.147,6375.0
6163.0,6126.251,8471.0
3923.0,4131.1094,8241.0
10381.0,9771.825,8225.0
10944.0,10281.737,6814.0
9769.0,9321.147,5793.0
10010.0,9535.245,8311.0
11832.0,11049.493,6103.0
9531.0,9132.44,7218.0
9946.0,9500.959,7557.0
10141.0,9675.19,11174.0
11103.0,10475.8955,8396.0
11282.0,10631.182,8913.0
11674.0,10958.566,10343.0
10264.0,9787.622,7153.0
10948.0,10358.817,9967.0
9285.0,8979.104,8011.0
7709.0,7630.7563,5482.0
7534.0,7507.883,7185.0
11312.0,10676.751,8573.0
